"","ensembl_gene_id","external_gene_name","transcript_biotype"
"538","ENSG00000229071","PRRT1","protein_coding"
"539","ENSG00000282185","PTPRN2","protein_coding"
"540","ENSG00000229861","MRPS18B","protein_coding"
"541","ENSG00000278519","MBOAT7","protein_coding"
"542","ENSG00000239927","RPP21","protein_coding"
"543","ENSG00000262599","DENND11","protein_coding"
"544","ENSG00000277179","NLRP7","protein_coding"
"545","ENSG00000276920","NKD2","protein_coding"
"546","ENSG00000224708","LY6G6E","protein_coding"
"547","ENSG00000227420","MRPS18B","protein_coding"
"548","ENSG00000225351","ZNF311","protein_coding"
"549","ENSG00000204692","OR12D3","protein_coding"
"550","ENSG00000196231","OR2J2","protein_coding"
"551","ENSG00000279552","ZNF729","protein_coding"
"552","ENSG00000276219","ZNF676","protein_coding"
"553","ENSG00000233687","OR2B3","protein_coding"
"554","ENSG00000238289","MICB","protein_coding"
"555","ENSG00000278613","NAIP","protein_coding"
"556","ENSG00000278533","OSCAR","protein_coding"
"557","ENSG00000233054","OR2B3","protein_coding"
"558","ENSG00000235915","LST1","protein_coding"
"559","ENSG00000262771","SSBP1","protein_coding"
"560","ENSG00000241863","RPP21","protein_coding"
"561","ENSG00000230791","LST1","protein_coding"
"562","ENSG00000276482","SLC12A7","protein_coding"
"563","ENSG00000276146","LILRB2","protein_coding"
"564","ENSG00000224472","TCF19","protein_coding"
"565","ENSG00000276504","TFPT","protein_coding"
"566","ENSG00000233439","PSORS1C1","protein_coding"
"567","ENSG00000278670","GP6","protein_coding"
"568","ENSG00000275546","KIR2DL2","protein_coding"
"569","ENSG00000234343","NEU1","protein_coding"
"570","ENSG00000277006","DEFB104B","protein_coding"
"571","ENSG00000112459","OR14J1","protein_coding"
"572","ENSG00000275196","KIR2DL1","protein_coding"
"573","ENSG00000274729","DEFB105B","protein_coding"
"574","ENSG00000262217","SLC5A8","protein_coding"
"575","ENSG00000273884","LILRA3","protein_coding"
"576","ENSG00000225845","BTNL2","protein_coding"
"577","ENSG00000274540","PRR23D1","protein_coding"
"578","ENSG00000276263","TFPT","protein_coding"
"579","ENSG00000275444","DEFB4B","protein_coding"
"580","ENSG00000234951","SAPCD1","protein_coding"
"581","ENSG00000274651","PRPF31","protein_coding"
"582","ENSG00000262139","ANO4","protein_coding"
"583","ENSG00000273641","DEFB103B","protein_coding"
"584","ENSG00000278634","LILRA2","protein_coding"
"585","ENSG00000274174","NLRP7","protein_coding"
"586","ENSG00000237403","PPP1R11","protein_coding"
"587","ENSG00000275918","KIR3DX1","protein_coding"
"588","ENSG00000274195","ZNF705G","protein_coding"
"589","ENSG00000224544","PSORS1C2","protein_coding"
"590","ENSG00000277530","DEFB107B","protein_coding"
"591","ENSG00000278656","KIR3DL2","protein_coding"
"592","ENSG00000262327","AGK","protein_coding"
"593","ENSG00000274405","SPAG11B","protein_coding"
"594","ENSG00000231543","C2","protein_coding"
"595","ENSG00000224994","TRIM39","protein_coding"
"596","ENSG00000277178","TARM1","protein_coding"
"597","ENSG00000275583","","protein_coding"
"598","ENSG00000274131","CEACAM4","protein_coding"
"599","ENSG00000263042","WEE2","protein_coding"
"600","ENSG00000275434","KIR3DS1","protein_coding"
"601","ENSG00000204690","OR12D2","protein_coding"
"602","ENSG00000278565","CEACAM21","protein_coding"
"603","ENSG00000276463","TAF9","protein_coding"
"604","ENSG00000231021","HLA-DRB4","protein_coding"
"605","ENSG00000275463","LILRB2","protein_coding"
"606","ENSG00000275658","KIR2DL3","protein_coding"
"607","ENSG00000277114","CNOT3","protein_coding"
"608","ENSG00000275794","DEFB106B","protein_coding"
"609","ENSG00000273953","OR10A3","protein_coding"
"610","ENSG00000236808","POLR1H","protein_coding"
"611","ENSG00000276387","KIR2DS1","protein_coding"
"612","ENSG00000276025","OR5P2","protein_coding"
"613","ENSG00000278253","OR5P3","protein_coding"
"614","ENSG00000276618","RAD17","protein_coding"
"615","ENSG00000276780","NLRP10","protein_coding"
"616","ENSG00000226271","OR2J3","protein_coding"
"617","ENSG00000231179","MICB","protein_coding"
"618","ENSG00000277263","HLA-DRA","protein_coding"
"619","ENSG00000280501","CEACAM7","protein_coding"
"620","ENSG00000275798","BTNL2","protein_coding"
"621","ENSG00000275838","KIR3DL2","protein_coding"
"622","ENSG00000243958","PSMB9","protein_coding"
"623","ENSG00000274739","KIR2DS5","protein_coding"
"624","ENSG00000278415","FCAR","protein_coding"
"625","ENSG00000276464","POMZP3","protein_coding"
"626","ENSG00000277816","LILRB3","protein_coding"
"627","ENSG00000277807","LILRB1","protein_coding"
"628","ENSG00000226634","DDAH2","protein_coding"
"629","ENSG00000237703","TRIM10","protein_coding"
"630","ENSG00000226437","TRIM39","protein_coding"
"631","ENSG00000277177","LILRA6","protein_coding"
"632","ENSG00000234549","ATAT1","protein_coding"
"633","ENSG00000274412","KIR2DL2","protein_coding"
"634","ENSG00000276184","UPK3B","protein_coding"
"635","ENSG00000282147","FAM20C","protein_coding"
"636","ENSG00000235769","LY6G6E","protein_coding"
"637","ENSG00000262145","ATP23","protein_coding"
"638","ENSG00000223757","VWA7","protein_coding"
"639","ENSG00000281950","SPDYE16","protein_coding"
"640","ENSG00000236967","RNF39","protein_coding"
"641","ENSG00000278120","KIR2DS1","protein_coding"
"642","ENSG00000278707","KIR3DL2","protein_coding"
"643","ENSG00000282379","DTX2","protein_coding"
"644","ENSG00000276572","KIR3DL3","protein_coding"
"645","ENSG00000231350","MUC21","protein_coding"
"646","ENSG00000274571","NLRP7","protein_coding"
"647","ENSG00000274921","KIR2DS4","protein_coding"
"648","ENSG00000228978","TNF","protein_coding"
"649","ENSG00000276420","PRAMEF5","protein_coding"
"650","ENSG00000232289","OR11A1","protein_coding"
"651","ENSG00000206471","OR2H1","protein_coding"
"652","ENSG00000234096","MOG","protein_coding"
"653","ENSG00000276345","","protein_coding"
"654","ENSG00000277853","PRAMEF18","protein_coding"
"655","ENSG00000223680","DDR1","protein_coding"
"656","ENSG00000278021","PRAMEF8","protein_coding"
"657","ENSG00000277800","TBX22","protein_coding"
"658","ENSG00000273943","CNOT3","protein_coding"
"659","ENSG00000274109","HNRNPCL2","protein_coding"
"660","ENSG00000276299","PRAMEF25","protein_coding"
"661","ENSG00000273911","KIR3DL2","protein_coding"
"662","ENSG00000273865","HNRNPCL4","protein_coding"
"663","ENSG00000276370","PRAMEF33","protein_coding"
"664","ENSG00000281573","PRAMEF9","protein_coding"
"665","ENSG00000206455","TCF19","protein_coding"
"666","ENSG00000274843","MUC20","protein_coding"
"667","ENSG00000231321","RXRB","protein_coding"
"668","ENSG00000274889","TARM1","protein_coding"
"669","ENSG00000278426","LENG1","protein_coding"
"670","ENSG00000276159","VSTM1","protein_coding"
"671","ENSG00000259101","LY6G6F-LY6G6D","protein_coding"
"672","ENSG00000274143","KIR2DL5A","protein_coding"
"673","ENSG00000276342","TMEM179","protein_coding"
"674","ENSG00000277071","NLRP7","protein_coding"
"675","ENSG00000232367","TAP1","protein_coding"
"676","ENSG00000172850","LSM2","protein_coding"
"677","ENSG00000235155","B3GALT4","protein_coding"
"678","ENSG00000229300","SNHG32","protein_coding"
"679","ENSG00000278466","MUC2","protein_coding"
"680","ENSG00000274126","C14orf180","protein_coding"
"681","ENSG00000274348","TRPV5","protein_coding"
"682","ENSG00000275577","VSTM1","protein_coding"
"683","ENSG00000206372","C2","protein_coding"
"684","ENSG00000274953","VSTM1","protein_coding"
"685","ENSG00000278046","LILRA3","protein_coding"
"686","ENSG00000274161","DLGAP2","protein_coding"
"687","ENSG00000274538","PHLDA2","protein_coding"
"688","ENSG00000226651","CLIC1","protein_coding"
"689","ENSG00000278191","CARS1","protein_coding"
"690","ENSG00000230855","OR2J3","protein_coding"
"691","ENSG00000277414","LILRB5","protein_coding"
"692","ENSG00000275404","LILRA5","protein_coding"
"693","ENSG00000282291","SLC39A11","protein_coding"
"694","ENSG00000275885","PRPF31","protein_coding"
"695","ENSG00000227715","HLA-A","protein_coding"
"696","ENSG00000242038","EGFL8","protein_coding"
"697","ENSG00000281385","AP2A2","protein_coding"
"698","ENSG00000275399","NLRP2","protein_coding"
"699","ENSG00000262607","IQSEC3","protein_coding"
"700","ENSG00000242386","HLA-DMB","protein_coding"
"701","ENSG00000274311","LILRB5","protein_coding"
"702","ENSG00000274566","GP6","protein_coding"
"703","ENSG00000275644","OSCAR","protein_coding"
"704","ENSG00000275821","LLCFC1","protein_coding"
"705","ENSG00000274332","LRRC37A2","protein_coding"
"706","ENSG00000274050","GP6","protein_coding"
"707","ENSG00000272803","PRH2","protein_coding"
"708","ENSG00000281630","MUC20","protein_coding"
"709","ENSG00000276971","TRPV6","protein_coding"
"710","ENSG00000234218","MICB","protein_coding"
"711","ENSG00000230332","RNF39","protein_coding"
"712","ENSG00000277824","","protein_coding"
"713","ENSG00000230293","MSH5","protein_coding"
"714","ENSG00000282676","","protein_coding"
"715","ENSG00000262111","TAS2R30","protein_coding"
"716","ENSG00000263028","TAS2R19","protein_coding"
"717","ENSG00000272712","TAS2R8","protein_coding"
"718","ENSG00000273326","TAS2R7","protein_coding"
"719","ENSG00000282013","RPH3AL","protein_coding"
"720","ENSG00000235692","PFDN6","protein_coding"
"721","ENSG00000273431","TAS2R50","protein_coding"
"722","ENSG00000262612","TAS2R43","protein_coding"
"723","ENSG00000261984","TAS2R14","protein_coding"
"724","ENSG00000277923","MBOAT7","protein_coding"
"725","ENSG00000274796","TSEN34","protein_coding"
"726","ENSG00000273086","TAS2R9","protein_coding"
"727","ENSG00000263097","TAS2R31","protein_coding"
"728","ENSG00000273457","TAS2R13","protein_coding"
"729","ENSG00000262525","TAS2R46","protein_coding"
"730","ENSG00000273092","TAS2R20","protein_coding"
"731","ENSG00000275724","NDUFA3","protein_coding"
"732","ENSG00000263247","PRR4","protein_coding"
"733","ENSG00000278081","RPS9","protein_coding"
"734","ENSG00000275551","OSCAR","protein_coding"
"735","ENSG00000275633","GP6","protein_coding"
"736","ENSG00000235986","GNL1","protein_coding"
"737","ENSG00000227357","HLA-DRB4","protein_coding"
"738","ENSG00000276155","MAPT","protein_coding"
"739","ENSG00000275474","RDH13","protein_coding"
"740","ENSG00000278608","MAMDC2","protein_coding"
"741","ENSG00000274914","LILRA5","protein_coding"
"742","ENSG00000275575","PTP4A3","protein_coding"
"743","ENSG00000281484","BTG3","protein_coding"
"744","ENSG00000239463","HLA-DMA","protein_coding"
"745","ENSG00000206245","TSBP1","protein_coding"
"746","ENSG00000233618","OR2J3","protein_coding"
"747","ENSG00000282049","PRSS2","protein_coding"
"748","ENSG00000277776","NLRP7","protein_coding"
"749","ENSG00000230279","LTA","protein_coding"
"750","ENSG00000276323","TFPT","protein_coding"
"751","ENSG00000274247","PRSS1","protein_coding"
"752","ENSG00000276220","NDUFA3","protein_coding"
"753","ENSG00000276826","RDH13","protein_coding"
"754","ENSG00000277751","LILRB2","protein_coding"
"755","ENSG00000278789","NLRP2","protein_coding"
"756","ENSG00000272805","TAS2R10","protein_coding"
"757","ENSG00000278322","MBOAT7","protein_coding"
"758","ENSG00000275181","GPR20","protein_coding"
"759","ENSG00000233795","POLR1H","protein_coding"
"760","ENSG00000276033","KIR3DX1","protein_coding"
"761","ENSG00000277733","MBOAT7","protein_coding"
"762","ENSG00000274669","LILRB1","protein_coding"
"763","ENSG00000273564","ENTREP2","protein_coding"
"764","ENSG00000277667","TMC4","protein_coding"
"765","ENSG00000275796","NLRP2","protein_coding"
"766","ENSG00000277439","GP6","protein_coding"
"767","ENSG00000227858","ZFP57","protein_coding"
"768","ENSG00000224587","MDC1","protein_coding"
"769","ENSG00000225550","OR2J2","protein_coding"
"770","ENSG00000224264","VARS1","protein_coding"
"771","ENSG00000275539","LILRA6","protein_coding"
"772","ENSG00000275165","TSEN34","protein_coding"
"773","ENSG00000275960","KIR2DL2","protein_coding"
"774","ENSG00000277378","OR6V1","protein_coding"
"775","ENSG00000278563","MGAM2","protein_coding"
"776","ENSG00000276495","APBA2","protein_coding"
"777","ENSG00000274005","RPS9","protein_coding"
"778","ENSG00000278624","AZU1","protein_coding"
"779","ENSG00000275117","PRPF31","protein_coding"
"780","ENSG00000206461","C6orf15","protein_coding"
"781","ENSG00000206409","APOM","protein_coding"
"782","ENSG00000276051","HLA-G","protein_coding"
"783","ENSG00000276296","TFPT","protein_coding"
"784","ENSG00000282019","GPI","protein_coding"
"785","ENSG00000275979","CNOT3","protein_coding"
"786","ENSG00000273833","TFPT","protein_coding"
"787","ENSG00000277804","PRTN3","protein_coding"
"788","ENSG00000273579","C22orf15","protein_coding"
"789","ENSG00000277273","CDK7","protein_coding"
"790","ENSG00000277953","PRPF31","protein_coding"
"791","ENSG00000274176","CNOT3","protein_coding"
"792","ENSG00000234704","BRD2","protein_coding"
"793","ENSG00000275837","SMARCB1","protein_coding"
"794","ENSG00000273914","OR9A2","protein_coding"
"795","ENSG00000230780","OR11A1","protein_coding"
"796","ENSG00000273992","NLRP2","protein_coding"
"797","ENSG00000275482","EPHB6","protein_coding"
"798","ENSG00000206256","PPT2","protein_coding"
"799","ENSG00000282813","ARMC10","protein_coding"
"800","ENSG00000282283","PLPPR3","protein_coding"
"801","ENSG00000276421","PRPF31","protein_coding"
"802","ENSG00000282092","MED16","protein_coding"
"803","ENSG00000206383","HSPA1L","protein_coding"
"804","ENSG00000278723","KIR3DL3","protein_coding"
"805","ENSG00000273896","TSEN34","protein_coding"
"806","ENSG00000274273","ATP9B","protein_coding"
"807","ENSG00000263310","SALL3","protein_coding"
"808","ENSG00000215641","TRIM27","protein_coding"
"809","ENSG00000276774","LENG1","protein_coding"
"810","ENSG00000227222","DHX16","protein_coding"
"811","ENSG00000277730","SCGB1C2","protein_coding"
"812","ENSG00000275384","TARM1","protein_coding"
"813","ENSG00000274626","RPS9","protein_coding"
"814","ENSG00000276458","LENG8","protein_coding"
"815","ENSG00000238134","EHMT2","protein_coding"
"816","ENSG00000275123","TARM1","protein_coding"
"817","ENSG00000275723","NAPEPLD","protein_coding"
"818","ENSG00000274703","OSCAR","protein_coding"
"819","ENSG00000273916","","protein_coding"
"820","ENSG00000262334","RPH3AL","protein_coding"
"821","ENSG00000239974","EGFL8","protein_coding"
"822","ENSG00000276260","TMC4","protein_coding"
"823","ENSG00000278279","LILRB4","protein_coding"
"824","ENSG00000232804","HSPA1B","protein_coding"
"825","ENSG00000232569","GABBR1","protein_coding"
"826","ENSG00000228520","RING1","protein_coding"
"827","ENSG00000277571","ELANE","protein_coding"
"828","ENSG00000276802","HERC2","protein_coding"
"829","ENSG00000274504","RDH13","protein_coding"
"830","ENSG00000274926","KIR2DL1","protein_coding"
"831","ENSG00000263014","ATP6V1G3","protein_coding"
"832","ENSG00000276537","TTYH1","protein_coding"
"833","ENSG00000206430","NCR3","protein_coding"
"834","ENSG00000277457","LENG1","protein_coding"
"835","ENSG00000274619","CFD","protein_coding"
"836","ENSG00000277996","TMC4","protein_coding"
"837","ENSG00000262418","PTPRC","protein_coding"
"838","ENSG00000235067","TUBB","protein_coding"
"839","ENSG00000277090","GOLGA8G","protein_coding"
"840","ENSG00000273607","CHCHD10","protein_coding"
"841","ENSG00000278365","NDUFA3","protein_coding"
"842","ENSG00000275365","MMP11","protein_coding"
"843","ENSG00000282017","","protein_coding"
"844","ENSG00000274533","KIR2DS4","protein_coding"
"845","ENSG00000276739","KIR3DL2","protein_coding"
"846","ENSG00000235441","OR10C1","protein_coding"
"847","ENSG00000276887","TTYH1","protein_coding"
"848","ENSG00000226165","HLA-DQB2","protein_coding"
"849","ENSG00000282735","GARRE1","protein_coding"
"850","ENSG00000277722","NDUFA3","protein_coding"
"851","ENSG00000282607","MGAM","protein_coding"
"852","ENSG00000277615","CNOT3","protein_coding"
"853","ENSG00000277361","OCA2","protein_coding"
"854","ENSG00000255419","MSH5-SAPCD1","protein_coding"
"855","ENSG00000206495","TRIM39","protein_coding"
"856","ENSG00000282307","SERPINF1","protein_coding"
"857","ENSG00000275045","GTF2H2","protein_coding"
"858","ENSG00000267954","","protein_coding"
"859","ENSG00000228859","LY6G6C","protein_coding"
"860","ENSG00000274437","DERL3","protein_coding"
"861","ENSG00000276336","SCARF1","protein_coding"
"862","ENSG00000272670","DOC2B","protein_coding"
"863","ENSG00000278257","LENG1","protein_coding"
"864","ENSG00000277111","PLEKHM1","protein_coding"
"865","ENSG00000276022","TFPT","protein_coding"
"866","ENSG00000282076","KCNQ1","protein_coding"
"867","ENSG00000243009","RPP21","protein_coding"
"868","ENSG00000279643","TAMM41","protein_coding"
"869","ENSG00000274144","PRPF31","protein_coding"
"870","ENSG00000282604","CCL4L2","protein_coding"
"871","ENSG00000229006","TRIM27","protein_coding"
"872","ENSG00000276785","PRSS58","protein_coding"
"873","ENSG00000273562","NAP1L4","protein_coding"
"874","ENSG00000278284","RDH13","protein_coding"
"875","ENSG00000275483","NLRP7","protein_coding"
"876","ENSG00000275861","TBC1D3I","protein_coding"
"877","ENSG00000277015","SALL3","protein_coding"
"878","ENSG00000276836","ARHGAP27","protein_coding"
"879","ENSG00000275744","SLC2A11","protein_coding"
"880","ENSG00000282130","NSMCE3","protein_coding"
"881","ENSG00000275917","CHRFAM7A","protein_coding"
"882","ENSG00000276615","KEL","protein_coding"
"883","ENSG00000278718","GSDMD","protein_coding"
"884","ENSG00000274053","","protein_coding"
"885","ENSG00000282035","","protein_coding"
"886","ENSG00000231002","TRIM26","protein_coding"
"887","ENSG00000204487","LTB","protein_coding"
"888","ENSG00000278062","ZNF251","protein_coding"
"889","ENSG00000276196","KIR3DL3","protein_coding"
"890","ENSG00000277421","ZNF280B","protein_coding"
"891","ENSG00000226492","CUTA","protein_coding"
"892","ENSG00000282266","ATP9B","protein_coding"
"893","ENSG00000275499","ZNF280A","protein_coding"
"894","ENSG00000229353","TNXB","protein_coding"
"895","ENSG00000274734","ARHGAP11B","protein_coding"
"896","ENSG00000275013","PRAME","protein_coding"
"897","ENSG00000275568","ARHGAP11A","protein_coding"
"898","ENSG00000274036","KIR3DL1","protein_coding"
"899","ENSG00000278682","NLRP2","protein_coding"
"900","ENSG00000276468","KIR2DP1","protein_coding"
"901","ENSG00000280688","CEP72","protein_coding"
"902","ENSG00000229524","BAG6","protein_coding"
"903","ENSG00000281861","SLC9A3","protein_coding"
"904","ENSG00000275246","TLCD2","protein_coding"
"905","ENSG00000278363","TMC4","protein_coding"
