,G1,G2,score
522,ENSG00000055070,ENSG00000187144,1
523,ENSG00000055955,ENSG00000055957,1
524,ENSG00000055955,ENSG00000060566,1
525,ENSG00000055955,ENSG00000072080,1
526,ENSG00000055955,ENSG00000080910,1
527,ENSG00000055955,ENSG00000088926,1
528,ENSG00000055955,ENSG00000091583,1
529,ENSG00000055955,ENSG00000101981,1
530,ENSG00000055955,ENSG00000105398,1
531,ENSG00000055955,ENSG00000105697,1
532,ENSG00000055955,ENSG00000110244,1
533,ENSG00000055955,ENSG00000110245,1
534,ENSG00000055955,ENSG00000112337,1
535,ENSG00000055955,ENSG00000113600,1
536,ENSG00000055955,ENSG00000113889,1
537,ENSG00000055955,ENSG00000113905,1
538,ENSG00000055955,ENSG00000115602,1
539,ENSG00000055955,ENSG00000117601,1
540,ENSG00000055955,ENSG00000118137,1
541,ENSG00000055955,ENSG00000118520,1
542,ENSG00000055955,ENSG00000118972,1
543,ENSG00000055955,ENSG00000120054,1
544,ENSG00000055955,ENSG00000122194,1
545,ENSG00000055955,ENSG00000123561,1
546,ENSG00000055955,ENSG00000131482,1
547,ENSG00000055955,ENSG00000132693,1
548,ENSG00000055955,ENSG00000132703,1
549,ENSG00000055955,ENSG00000136881,1
550,ENSG00000055955,ENSG00000138308,1
551,ENSG00000055955,ENSG00000140093,1
552,ENSG00000055955,ENSG00000140107,1
553,ENSG00000055955,ENSG00000141505,1
554,ENSG00000055955,ENSG00000142484,1
555,ENSG00000055955,ENSG00000145192,1
556,ENSG00000055955,ENSG00000145321,1
557,ENSG00000055955,ENSG00000146678,1
558,ENSG00000055955,ENSG00000148584,1
559,ENSG00000055955,ENSG00000157131,1
560,ENSG00000055955,ENSG00000158874,1
561,ENSG00000055955,ENSG00000161944,1
562,ENSG00000055955,ENSG00000162267,1
563,ENSG00000055955,ENSG00000163217,1
564,ENSG00000055955,ENSG00000163581,1
565,ENSG00000055955,ENSG00000163586,1
566,ENSG00000055955,ENSG00000164406,1
567,ENSG00000055955,ENSG00000165471,1
568,ENSG00000055955,ENSG00000165828,1
569,ENSG00000055955,ENSG00000169903,1
570,ENSG00000055955,ENSG00000171560,1
571,ENSG00000055955,ENSG00000175294,1
572,ENSG00000055955,ENSG00000176919,1
573,ENSG00000055955,ENSG00000180210,1
574,ENSG00000055955,ENSG00000180432,1
575,ENSG00000055955,ENSG00000205358,1
576,ENSG00000055955,ENSG00000205362,1
577,ENSG00000055955,ENSG00000205364,1
578,ENSG00000055955,ENSG00000228278,1
579,ENSG00000055955,ENSG00000229314,1
580,ENSG00000055955,ENSG00000244020,1
581,ENSG00000055955,ENSG00000257017,1
582,ENSG00000055955,ENSG00000261701,1
583,ENSG00000055955,ENSG00000263761,1
584,ENSG00000055955,ENSG00000267467,1
585,ENSG00000055955,ENSG00000273171,1
586,ENSG00000055957,ENSG00000055955,1
587,ENSG00000055957,ENSG00000060566,1
588,ENSG00000055957,ENSG00000072080,1
589,ENSG00000055957,ENSG00000080910,1
590,ENSG00000055957,ENSG00000084734,1
591,ENSG00000055957,ENSG00000088926,1
592,ENSG00000055957,ENSG00000091583,1
