,G1,G2,score
524,ENSG00000006788,ENSG00000185739,1
525,ENSG00000006788,ENSG00000185915,1
526,ENSG00000006788,ENSG00000186335,1
527,ENSG00000006788,ENSG00000186439,1
528,ENSG00000006788,ENSG00000186628,1
529,ENSG00000006788,ENSG00000187642,1
530,ENSG00000006788,ENSG00000187715,1
531,ENSG00000006788,ENSG00000188037,1
532,ENSG00000006788,ENSG00000188176,1
533,ENSG00000006788,ENSG00000188582,1
534,ENSG00000006788,ENSG00000188716,1
535,ENSG00000006788,ENSG00000196091,1
536,ENSG00000006788,ENSG00000196218,1
537,ENSG00000006788,ENSG00000196296,1
538,ENSG00000006788,ENSG00000196811,1
539,ENSG00000006788,ENSG00000197321,1
540,ENSG00000006788,ENSG00000197616,1
541,ENSG00000006788,ENSG00000197893,1
542,ENSG00000006788,ENSG00000198125,1
543,ENSG00000006788,ENSG00000198467,1
544,ENSG00000006788,ENSG00000198523,1
545,ENSG00000006788,ENSG00000198796,1
546,ENSG00000006788,ENSG00000198842,1
547,ENSG00000006788,ENSG00000198881,1
548,ENSG00000006788,ENSG00000205279,1
549,ENSG00000006788,ENSG00000205678,1
550,ENSG00000006788,ENSG00000206422,1
551,ENSG00000006788,ENSG00000213337,1
552,ENSG00000006788,ENSG00000214097,1
553,ENSG00000006788,ENSG00000214872,1
554,ENSG00000006788,ENSG00000224982,1
555,ENSG00000006788,ENSG00000227877,1
556,ENSG00000006788,ENSG00000234438,1
557,ENSG00000006788,ENSG00000239474,1
558,ENSG00000006788,ENSG00000240045,1
559,ENSG00000006788,ENSG00000244607,1
560,ENSG00000006788,ENSG00000248713,1
561,ENSG00000006788,ENSG00000248746,1
562,ENSG00000006788,ENSG00000251569,1
563,ENSG00000006788,ENSG00000264424,1
564,ENSG00000006788,ENSG00000267060,1
565,ENSG00000006788,ENSG00000272573,1
566,ENSG00000006788,ENSG00000273540,1
567,ENSG00000007314,ENSG00000018625,1
568,ENSG00000007314,ENSG00000022267,1
569,ENSG00000007314,ENSG00000103994,1
570,ENSG00000007314,ENSG00000112425,1
571,ENSG00000007314,ENSG00000119929,1
572,ENSG00000007314,ENSG00000124743,1
573,ENSG00000007314,ENSG00000136717,1
574,ENSG00000007314,ENSG00000143171,1
575,ENSG00000007314,ENSG00000160539,1
576,ENSG00000007314,ENSG00000161281,1
577,ENSG00000007314,ENSG00000165410,1
578,ENSG00000007520,ENSG00000086504,1
579,ENSG00000007520,ENSG00000095906,1
580,ENSG00000008056,ENSG00000130477,1
581,ENSG00000008056,ENSG00000132639,1
582,ENSG00000008056,ENSG00000133958,1
583,ENSG00000008056,ENSG00000277200,1
584,ENSG00000008118,ENSG00000138623,1
585,ENSG00000008118,ENSG00000176049,1
586,ENSG00000008128,ENSG00000248333,1
587,ENSG00000008226,ENSG00000060971,1
588,ENSG00000009950,ENSG00000056998,1
589,ENSG00000009950,ENSG00000076555,1
590,ENSG00000009950,ENSG00000115425,1
591,ENSG00000009950,ENSG00000123612,1
592,ENSG00000009950,ENSG00000133317,1
593,ENSG00000009950,ENSG00000134463,1
594,ENSG00000009950,ENSG00000135917,1
595,ENSG00000009950,ENSG00000144031,1
596,ENSG00000009950,ENSG00000144908,1
597,ENSG00000009950,ENSG00000165269,1
598,ENSG00000009950,ENSG00000165478,1
599,ENSG00000009950,ENSG00000173599,1
600,ENSG00000009950,ENSG00000177666,1
601,ENSG00000009950,ENSG00000181234,1
602,ENSG00000009950,ENSG00000184601,1
603,ENSG00000009950,ENSG00000187288,1
604,ENSG00000009950,ENSG00000187758,1
605,ENSG00000009950,ENSG00000221932,1
606,ENSG00000010030,ENSG00000168394,1
607,ENSG00000010282,ENSG00000005981,1
608,ENSG00000010282,ENSG00000006788,1
609,ENSG00000010282,ENSG00000011083,1
610,ENSG00000010282,ENSG00000029534,1
611,ENSG00000010282,ENSG00000036448,1
612,ENSG00000010282,ENSG00000058056,1
613,ENSG00000010282,ENSG00000065675,1
614,ENSG00000010282,ENSG00000067191,1
615,ENSG00000010282,ENSG00000068976,1
616,ENSG00000010282,ENSG00000070182,1
617,ENSG00000010282,ENSG00000070371,1
618,ENSG00000010282,ENSG00000070808,1
619,ENSG00000010282,ENSG00000072954,1
620,ENSG00000010282,ENSG00000077009,1
621,ENSG00000010282,ENSG00000077522,1
622,ENSG00000010282,ENSG00000078328,1
623,ENSG00000010282,ENSG00000078814,1
624,ENSG00000010282,ENSG00000079393,1
625,ENSG00000010282,ENSG00000081248,1
626,ENSG00000010282,ENSG00000086967,1
627,ENSG00000010282,ENSG00000087085,1
628,ENSG00000010282,ENSG00000089250,1
629,ENSG00000010282,ENSG00000091482,1
630,ENSG00000010282,ENSG00000092054,1
631,ENSG00000010282,ENSG00000092529,1
632,ENSG00000010282,ENSG00000100628,1
